Location,Beds,Baths,Toilets,Price,Property Type,Purchase Type
Westlands Nairobi,3,3,3,"KSh 30,000,000",Apartment,Sale
Westlands Nairobi,2,2,2,"KSh 25,000,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 38,000,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 14,500,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 10,000,000",Apartment,Sale
Parklands Nairobi,4,4,4,"KSh 46,700,000",Apartment,Sale
Westlands Nairobi,3,4,4,"KSh 12,500,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 10,000,000",Apartment,Sale
Westlands Nairobi,2,2,2,"KSh 15,500,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 9,000,000",Apartment,Sale
Westlands Nairobi,beds,baths,Toilets,"KSh 240,000,000",Other,Sale
Westlands Nairobi,1,1,1,"KSh 7,000,000",Apartment,Sale
Parklands Nairobi,2,2,2,"KSh 15,500,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Westlands Nairobi,0,0,0,"KSh 350,000,000",House,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Gigiri Nairobi,5,5,5,"KSh 95,000,000",House,Sale
Kileleshwa Nairobi,4,4,Toilets,"KSh 20,000,000",Apartment,Sale
Kiambu Road Nairobi,beds,baths,Toilets,"KSh 51,000,000",Other,Sale
Kitisuru Nairobi,4,4,4,"KSh 72,500,000",House,Sale
Kileleshwa Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 12,500,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 9,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Karen Nairobi,4,baths,Toilets,"KSh 90,000,000",House,Sale
Karen Nairobi,3,baths,Toilets,"KSh 100,000,000",House,Sale
Kileleshwa Nairobi,4,5,5,"KSh 22,000,000",Apartment,Sale
Lower Kabete Nairobi,4,4,4,"KSh 35,000,000",House,Sale
Thigiri Nairobi,5,5,5,"KSh 135,000,000",House,Sale
Lower Kabete Nairobi,5,5,5,"KSh 125,000,000",House,Sale
Westlands Nairobi,beds,baths,Toilets,"KSh 41,340,000",Other,Sale
Spring Valley Nairobi,beds,baths,Toilets,"KSh 85,000,000",Other,Sale
Brookside Westlands Nairobi,4,4,4,"KSh 58,000,000",House,Sale
Muthaiga North Nairobi,4,4,4,"$ 1,100,000",House,Sale
Riverside Nairobi,4,4,4,"KSh 55,000,000",House,Sale
Nyari Nairobi,beds,baths,Toilets,"KSh 135,000,000",Other,Sale
Kilimani Nairobi,1,1,1,"KSh 17,000,000",Apartment,Sale
Nairobi Central Nairobi,beds,baths,Toilets,"KSh 180,000,000",House,Sale
Westlands Nairobi,5,5,5,"KSh 56,500,000",House,Sale
Riverside Nairobi,0,0,0,"KSh 250,000,000",Other,Sale
Parklands Nairobi,4,3,3,"KSh 20,000,000",Apartment,Sale
Parklands Nairobi,3,4,4,"KSh 26,000,000",Apartment,Sale
Westlands Nairobi,4,5,5,"KSh 42,000,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 21,500,000",Apartment,Sale
Ridgeways Nairobi,6,8,8,"KSh 110,000,000",House,Sale
Parklands Nairobi,5,5,5,"KSh 40,000,000",House,Sale
Kilimani Nairobi,beds,baths,Toilets,"KSh 16,500,000",Other,Sale
Kileleshwa Nairobi,3,2,2,"KSh 45,000,000",House,Sale
Kileleshwa Nairobi,2,2,2,"KSh 15,000,000",Apartment,Sale
Westlands Nairobi,4,4,4,"KSh 25,000,000",Apartment,Sale
Nyari Nairobi,beds,baths,Toilets,"KSh 60,000,000",Other,Sale
Westlands Nairobi,4,4,4,"KSh 26,000,000",House,Sale
Nairobi Cbd Nairobi,beds,baths,Toilets,"KSh 500,000,000",Other,Sale
Kitisuru Nairobi,6,8,8,"KSh 45,000,000",House,Sale
"Rhapta Road, Westlands Nairobi",5,5,5,"KSh 40,000,000",House,Sale
Kileleshwa Nairobi,2,2,2,"KSh 14,000,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 24,000,000",Apartment,Sale
Enterprise Road Westlands Nairobi,beds,baths,Toilets,"KSh 160,000,000",House,Sale
Kileleshwa Nairobi,3,3,3,"KSh 40,000,000",Apartment,Sale
Nairobi South Nairobi,2,2,2,"KSh 450,000",Apartment,Sale
Nairobi South Nairobi,2,2,2,"KSh 55,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 13,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,4,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 14,500,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 5,500,000",Apartment,Sale
Ruaka Nairobi,3,3,3,"KSh 11,500,000",Apartment,Sale
Kilimani Nairobi,3,4,5,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 26,390,000",Apartment,Sale
Westlands Nairobi,2,2,2,"KSh 18,330,000",Apartment,Sale
Westlands Nairobi,2,2,2,"KSh 15,350,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Nyari Nairobi,4,4,4,"$ 1,400,000",House,Sale
"Rhapta Road, Westlands Nairobi",2,2,2,"KSh 11,500,000",Apartment,Sale
"Rhapta Road, Westlands Nairobi",1,1,1,"KSh 9,000,000",Apartment,Sale
"Rhapta Road, Westlands Nairobi",4,4,4,"KSh 38,000,000",House,Sale
Rosslyn Nairobi,4,4,4,"KSh 45,000,000",Other,Sale
"Rhapta Road, Westlands Nairobi",4,4,4,"KSh 35,000,000",House,Sale
Kitisuru Nairobi,5,5,5,"KSh 135,000,000",House,Sale
Westlands Nairobi,3,3,3,"KSh 26,500,000",Apartment,Sale
Westlands Nairobi,2,2,2,"KSh 13,000,000",Apartment,Sale
Runda Nairobi,7,7,7,"KSh 140,000,000",House,Sale
Kileleshwa Nairobi,4,4,4,"KSh 24,500,000",Apartment,Sale
Kileleshwa Nairobi,3,3,3,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,4,4,4,"KSh 55,000,000",Apartment,Sale
Runda Nairobi,beds,baths,Toilets,"KSh 48,000,000",Other,Sale
Westlands Nairobi,4,4,4,"KSh 54,000,000",Apartment,Sale
Rosslyn Nairobi,2,2,2,"KSh 9,700,000",Apartment,Sale
Rosslyn Nairobi,1,1,1,"KSh 81,500,000",Apartment,Sale
Rosslyn Nairobi,1,1,1,"KSh 4,950,000",Apartment,Sale
Rosslyn Nairobi,4,4,4,"KSh 50,000,000",House,Sale
Riverside Nairobi,4,4,4,"KSh 100,000,000",House,Sale
Riverside Nairobi,3,3,3,"KSh 31,900,000",Apartment,Sale
Riverside Nairobi,2,2,2,"KSh 17,300,000",Apartment,Sale
Riverside Nairobi,1,1,1,"KSh 14,800,000",Apartment,Sale
Kilimani Nairobi,1,baths,Toilets,"KSh 5,000,000",Apartment,Sale
Riverside Nairobi,5,baths,Toilets,"KSh 180,000",House,Sale
Karen Nairobi,7,baths,Toilets,"KSh 150,000,000",House,Sale
"Near Karbaranet Garden, Ring road, Kilimani Nairobi",beds,baths,Toilets,"KSh 1,800,000,000",Other,Sale
Runda Nairobi,5,baths,Toilets,"KSh 250,000,000",House,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,4,baths,Toilets,"KSh 30,000,000",House,Sale
Parklands Nairobi,3,3,Toilets,"KSh 15,500,000",Apartment,Sale
"Kimuka, Ngong Rd Nairobi",beds,baths,Toilets,"KSh 4,200,000",Other,Sale
Lower Kabete Nairobi,beds,baths,Toilets,"KSh 550,000,000",Other,Sale
Kasarani Nairobi,0,0,0,"KSh 30,000,000",Other,Sale
Riverside Nairobi,2,2,2,"KSh 22,000,000",Apartment,Sale
Kileleshwa Nairobi,4,4,4,"KSh 24,000,000",Apartment,Sale
Kileleshwa Nairobi,3,3,3,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,4,4,4,"KSh 85,000,000",House,Sale
South C Nairobi,5,5,5,"KSh 42,500,000",House,Sale
South C Nairobi,4,4,4,"KSh 30,750,000",House,Sale
South C Nairobi,4,4,4,"KSh 20,950,000",House,Sale
Parklands Nairobi,beds,baths,Toilets,"KSh 12,663,000",Other,Sale
"Lantana road, Westlands Nairobi",beds,baths,Toilets,"KSh 750,000,000",Other,Sale
Lavington Nairobi,beds,baths,Toilets,"KSh 365,000,000",Other,Sale
Runda Nairobi,6,baths,Toilets,"KSh 140,000,000",House,Sale
Runda Nairobi,2,baths,Toilets,"$ 1,500,000",House,Sale
Lower Kabete Nairobi,4,4,4,"KSh 110,000,000",House,Sale
Runda Nairobi,5,baths,Toilets,"KSh 350,000,000",House,Sale
Kilimani Nairobi,0,0,0,"KSh 33,117,300",Other,Sale
Kilimani Nairobi,beds,baths,Toilets,"KSh 10,388,700",Other,Sale
Karen Nairobi,3,baths,Toilets,"KSh 8,000,000",House,Sale
Westlands Nairobi,3,3,3,"KSh 33,100,000",Apartment,Sale
Westlands Nairobi,2,2,2,"KSh 17,500,000",Apartment,Sale
"Ngong shopping centre, Ngong Rd Nairobi",beds,baths,Toilets,"KSh 7,500,000",Other,Sale
Westlands Nairobi,beds,1,1,"KSh 9,000,000",Apartment,Sale
Westlands Nairobi,beds,1,1,"KSh 6,500,000",Apartment,Sale
Riverside Nairobi,5,5,5,"KSh 75,000,000",Apartment,Sale
Kileleshwa Nairobi,6,6,6,"KSh 28,500,000",House,Sale
Lower Kabete Nairobi,5,5,5,"KSh 160,000,000",House,Sale
Kilimani Nairobi,3,3,3,"KSh 20,900,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 21,900,000",Apartment,Sale
Westlands Nairobi,4,4,Toilets,"KSh 35,000,000",House,Sale
"Rhapta Road, Westlands Nairobi",4,4,4,"KSh 24,000,000",Apartment,Sale
Ruaka Nairobi,beds,baths,Toilets,"KSh 50,000,000",Other,Sale
Brookside Westlands Nairobi,4,4,4,"KSh 32,000,000",Apartment,Sale
Westlands Nairobi,4,4,4,"KSh 30,000,000",House,Sale
Kitisuru Nairobi,beds,baths,Toilets,"KSh 180,000,000",Other,Sale
Enterprise Road Westlands Nairobi,beds,baths,Toilets,"KSh 75,000,000",House,Sale
Parklands Nairobi,4,4,4,"KSh 26,000,000",Apartment,Sale
Riverside Nairobi,4,4,4,"KSh 50,000,000",House,Sale
Westlands Nairobi,1,1,1,"KSh 21,000,000",House,Sale
Kileleshwa Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Westlands Nairobi,4,4,4,"KSh 90,000,000",House,Sale
Rosslyn Nairobi,3,3,3,"KSh 18,600,000",Apartment,Sale
Rosslyn Nairobi,2,2,2,"KSh 15,400,000",Apartment,Sale
Rosslyn Nairobi,1,1,1,"KSh 9,700,000",Apartment,Sale
Kitisuru Nairobi,5,5,5,"KSh 48,000,000",House,Sale
Kilimani Nairobi,3,3,3,"KSh 21,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Enterprise Road Westlands Nairobi,beds,baths,Toilets,"KSh 85,000,000",Other,Sale
Kiambu Road Nairobi,7,9,9,"$ 1,190,000",House,Sale
argwing kodhek road Kilimani Nairobi,0,0,0,"KSh 280,000,000",Other,Sale
"Ngong road, Upper Hill Nairobi",0,0,0,"KSh 950,000,000",Other,Sale
Lavington Nairobi,5,5,5,"KSh 95,000,000",Other,Sale
Westlands Nairobi,2,3,3,"KSh 9,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 13,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Langata Nairobi,beds,baths,Toilets,"KSh 180,000,000",House,Sale
Kilimani Nairobi,2,3,3,"KSh 5,500,000",Apartment,Sale
Thika Road Nairobi,2,2,2,"KSh 6,700,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Thika Road Nairobi,1,1,1,"KSh 4,700,000",Apartment,Sale
Thika Road Nairobi,beds,1,1,"KSh 2,400,000",Apartment,Sale
Ridgeways Nairobi,beds,baths,Toilets,"KSh 46,500,000",Other,Sale
Kileleshwa Nairobi,3,3,3,"KSh 20,000,000",Apartment,Sale
"Thome, Kasarani Nairobi",4,4,4,"KSh 75,000,000",Apartment,Sale
Brookside Westlands Nairobi,3,3,3,"KSh 24,500,000",Apartment,Sale
Parklands Nairobi,3,2,2,"KSh 18,500,000",Apartment,Sale
Westlands Nairobi,4,4,4,"KSh 49,500,000",House,Sale
Parklands Nairobi,3,3,3,"KSh 17,500,000",Apartment,Sale
Parklands Nairobi,3,3,3,"KSh 22,500,000",Apartment,Sale
Westlands Nairobi,2,2,2,"KSh 18,000,000",Apartment,Sale
Nairobi West Nairobi,beds,baths,Toilets,"KSh 950,000,000",House,Sale
Ridgeways Nairobi,beds,baths,Toilets,"KSh 48,000,000",Other,Sale
Parklands Nairobi,5,5,5,"KSh 23,000,000",Apartment,Sale
Ridgeways Nairobi,5,5,5,"KSh 80,000,000",House,Sale
Westlands Nairobi,5,5,5,"KSh 41,500,000",House,Sale
Westlands Nairobi,beds,baths,Toilets,"KSh 150,000,000",Other,Sale
Thika Road Nairobi,beds,baths,Toilets,"KSh 29,500,000",Other,Sale
Langata Nairobi,3,3,3,"KSh 26,500,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 23,000,000",Apartment,Sale
Kilimani Nairobi,5,5,5,"KSh 170,000,000",Other,Sale
Westlands Nairobi,4,4,4,"KSh 59,000,000",Apartment,Sale
Mombasa Rd Nairobi,3,3,3,"KSh 9,000,000",Apartment,Sale
Westlands Nairobi,3,4,4,"KSh 20,000,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,4,4,4,"KSh 65,000,000",House,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 14,500,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Parklands Nairobi,4,4,4,"KSh 31,000,000",Apartment,Sale
Ngong Rd Nairobi,2,2,2,"KSh 9,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,4,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Westlands Nairobi,4,4,4,"KSh 58,500,000",House,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,4,6,6,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Lavington Nairobi,3,3,3,"$ 200,000",Apartment,Sale
Lavington Nairobi,2,2,2,"$ 150,000",Apartment,Sale
Lavington Nairobi,1,1,1,"$ 100,000",Apartment,Sale
Lavington Nairobi,beds,1,1,"$ 40,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 16,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kileleshwa Nairobi,4,4,4,"KSh 65,000,000",House,Sale
Westlands Nairobi,4,4,4,"KSh 74,000,000",Apartment,Sale
Westlands Nairobi,4,4,4,"KSh 100,000,000",Apartment,Sale
Kileleshwa Nairobi,3,3,3,"KSh 11,500,000",Apartment,Sale
Lavington Nairobi,4,4,4,"KSh 50,000,000",House,Sale
Rosslyn Nairobi,5,5,5,"$ 650,000",House,Sale
Spring Valley Nairobi,5,4,4,"KSh 98,500,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"$ 150,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"$ 90,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"$ 45,000",Apartment,Sale
Kilimani Nairobi,beds,1,1,"$ 40,000",Apartment,Sale
Nyari Nairobi,5,5,5,"KSh 130,000,000",House,Sale
Nairobi West Nairobi,beds,baths,Toilets,"KSh 60,000,000",House,Sale
Nairobi Central Nairobi,beds,baths,Toilets,"KSh 27,500,000",House,Sale
Kyuna Nairobi,5,5,5,"KSh 115,000,000",House,Sale
Nairobi West Nairobi,beds,baths,Toilets,"KSh 600,000,000",Other,Sale
Nairobi Cbd Nairobi,beds,baths,Toilets,"KSh 500,000,000",Other,Sale
Parklands Nairobi,4,4,4,"KSh 2,500,000",Apartment,Sale
Parklands Nairobi,3,3,3,"KSh 23,000,000",Apartment,Sale
Loresho Nairobi,4,4,4,"KSh 108,400,000",Apartment,Sale
Loresho Nairobi,4,4,4,"KSh 93,000,000",Apartment,Sale
Loresho Nairobi,4,4,4,"KSh 66,000,000",Apartment,Sale
Upper Hill Nairobi,3,3,3,"KSh 65,000,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 28,000,000",Apartment,Sale
Westlands Nairobi,2,2,2,"KSh 21,700,000",Apartment,Sale
Westlands Nairobi,5,5,5,"KSh 180,000,000",House,Sale
Muthaiga Nairobi,3,3,3,"KSh 35,000,000",Apartment,Sale
Parklands Nairobi,4,4,4,"KSh 23,000,000",Apartment,Sale
Lavington Nairobi,3,3,3,"KSh 28,000,000",Apartment,Sale
Syokimau Nairobi,3,3,Toilets,"KSh 10,000,000",Apartment,Sale
Syokimau Nairobi,2,2,2,"KSh 8,000,000",Apartment,Sale
Syokimau Nairobi,1,1,1,"KSh 6,500,000",Apartment,Sale
Kileleshwa Nairobi,4,4,4,"KSh 36,000,000",Apartment,Sale
Kileleshwa Nairobi,3,3,3,"KSh 26,500,000",Apartment,Sale
Parklands Nairobi,4,4,4,"KSh 29,000,000",Apartment,Sale
Karen Nairobi,beds,baths,Toilets,"KSh 38,000,000",Other,Sale
Westlands Nairobi,3,4,4,"KSh 12,500,000",Apartment,Sale
Mombasa Rd Nairobi,beds,baths,Toilets,"KSh 45,000,000",House,Sale
Westlands Nairobi,3,4,4,"KSh 20,000,000",Apartment,Sale
Parklands Nairobi,3,3,3,"KSh 40,000,000",Apartment,Sale
Parklands Nairobi,3,3,3,"KSh 17,000,000",Apartment,Sale
Nairobi Central Nairobi,beds,baths,Toilets,"KSh 450,000,000",Other,Sale
Kilimani Nairobi,2,3,3,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Karen Nairobi,0,0,0,"KSh 75,000,000",Other,Sale
Westlands Nairobi,2,3,3,"KSh 10,000,000",Apartment,Sale
Karen Nairobi,5,5,5,"KSh 105,000,000",House,Sale
Kilimani Nairobi,3,3,3,"KSh 28,000,000",Apartment,Sale
Karen Nairobi,4,4,4,"KSh 85,000,000",House,Sale
Karen Nairobi,beds,baths,Toilets,"KSh 60,000,000",Other,Sale
Kilimani Nairobi,2,2,2,"KSh 15,000,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 9,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,500,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 12,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Westlands Nairobi,2,2,2,"KSh 11,500,000",Apartment,Sale
Kilimani Nairobi,3,4,5,"KSh 11,000,000",Apartment,Sale
"Kaura forest, Nairobi Central Nairobi",4,4,4,"KSh 87,000,000",Apartment,Sale
Loresho Nairobi,beds,baths,Toilets,"KSh 46,500,000",Other,Sale
Kilimani Nairobi,2,3,3,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
"Mbagathi, Upper Hill Nairobi",3,3,3,"KSh 18,000,000",Apartment,Sale
Nyari Nairobi,0,0,0,"KSh 60,000,000",Other,Sale
Westlands Nairobi,2,2,2,"KSh 28,000,000",Apartment,Sale
Westlands Nairobi,2,2,2,"KSh 26,000,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 15,900,000",Apartment,Sale
Karen Nairobi,beds,baths,Toilets,"KSh 30,000,000",Other,Sale
Parklands Nairobi,4,4,4,"KSh 31,000,000",Apartment,Sale
Nairobi Cbd Nairobi,beds,baths,Toilets,"KSh 120,000,000",Other,Sale
Karen Nairobi,5,5,5,"KSh 70,000,000",House,Sale
Ngong Rd Nairobi,3,3,3,"KSh 60,000,000",Apartment,Sale
Kiambu Road Nairobi,4,4,4,"KSh 31,000,000",House,Sale
"Rhapta Road, Westlands Nairobi",2,2,2,"KSh 16,500,000",Apartment,Sale
"Kaura forest, Nairobi Central Nairobi",beds,baths,Toilets,"KSh 75,000",Other,Sale
South C Nairobi,5,5,5,"$ 105,000",Apartment,Sale
South C Nairobi,4,4,4,"$ 100,000",Apartment,Sale
South C Nairobi,3,3,3,"$ 85,000",Apartment,Sale
South C Nairobi,2,2,2,"$ 55,000",Apartment,Sale
"Garden city, Thika Road Nairobi",3,3,3,"KSh 22,000,000",Apartment,Sale
"Garden city, Thika Road Nairobi",2,2,2,"KSh 16,000,000",Apartment,Sale
Karen Nairobi,beds,baths,Toilets,"KSh 36,000,000",Other,Sale
Karen Nairobi,beds,baths,Toilets,"KSh 65,000,000",Other,Sale
Karen Nairobi,beds,baths,Toilets,"KSh 33,000,000",Other,Sale
Parklands Nairobi,3,3,3,"KSh 19,500,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 25,000,000",Apartment,Sale
Parklands Nairobi,3,3,3,"KSh 18,000,000",Apartment,Sale
Karen Nairobi,5,5,5,"KSh 99,000,000",House,Sale
Kileleshwa Nairobi,3,3,3,"KSh 28,000,000",Apartment,Sale
Mombasa Road Nairobi,beds,baths,Toilets,"KSh 180,000,000",House,Sale
Parklands Nairobi,4,4,4,"KSh 24,000,000",Apartment,Sale
Parklands Nairobi,3,3,3,"KSh 15,500,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 30,000,000",House,Sale
Mombasa Road Nairobi,beds,baths,Toilets,"KSh 400,000,000",House,Sale
Westlands Nairobi,4,4,4,"KSh 85,000,000",House,Sale
Gigiri Nairobi,5,5,5,"KSh 100,000,000",House,Sale
Kiambu Road Nairobi,4,4,4,"KSh 69,500,000",House,Sale
Westlands Nairobi,3,3,3,"KSh 3,400,000",Apartment,Sale
Westlands Nairobi,4,4,4,"KSh 42,000,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 35,000,000",Apartment,Sale
Westlands Nairobi,4,4,4,"KSh 45,000,000",Apartment,Sale
Kitisuru Nairobi,5,5,5,"KSh 125,000,000",House,Sale
Nairobi Cbd Nairobi,beds,baths,Toilets,"KSh 350,000,000",Other,Sale
Loresho Nairobi,beds,baths,Toilets,"KSh 75,000,000",House,Sale
Thigiri Nairobi,0,0,0,"KSh 1,250,000",Other,Sale
Kilimani Nairobi,2,2,2,"KSh 8,600,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 6,800,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 35,500,000",Apartment,Sale
Lavington Nairobi,3,3,3,"KSh 26,000,000",House,Sale
Nyari Nairobi,5,5,5,"$ 4,000,000",House,Sale
Parklands Westlands Nairobi,4,4,4,"KSh 43,000,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 19,000,000",Apartment,Sale
Kilimani Nairobi,0,0,0,"KSh 350,000,000",Other,Sale
Brookside Westlands Nairobi,3,3,3,"KSh 26,000,000",Apartment,Sale
Westlands Nairobi,4,4,4,"KSh 50,000,000",House,Sale
Runda Nairobi,6,6,6,"KSh 150,000,000",House,Sale
Lavington Nairobi,2,2,2,"KSh 8,690,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 6,680,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,630,000",Apartment,Sale
Lavington Nairobi,beds,1,1,"KSh 4,000,000",Apartment,Sale
Westlands Nairobi,3,4,4,"KSh 20,000,000",Apartment,Sale
Westlands Nairobi,3,4,4,"KSh 12,500,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Kilimani Nairobi,1,1,0,"KSh 6,530,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,690,000",Apartment,Sale
Buruburu Nairobi,4,4,4,"KSh 13,000,000",House,Sale
Runda Nairobi,4,4,4,"KSh 97,000,000",House,Sale
Syokimau Nairobi,3,3,3,"KSh 9,000,000",Apartment,Sale
Syokimau Nairobi,2,2,2,"KSh 7,000,000",Apartment,Sale
Mwiki Nairobi,beds,baths,Toilets,"KSh 35,000,000",Apartment,Sale
Kiambu Road Nairobi,4,4,4,"KSh 38,000,000",House,Sale
Westlands Nairobi,3,3,3,"KSh 21,000,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 7,000,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
